scraped_date,title,price,availability,area,link
2024-09-21,Residence 219,"$3,375",Available Now,433 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-219/
2024-09-21,Residence 412,"$3,775",Available Now,728 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-412/
2024-09-21,Residence 608,"$3,845",Available 9/27/24,552 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-608/
2024-09-21,Residence 1208,"$3,935",Available 10/16/24,552 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-1208/
2024-09-21,Residence 322,"$4,235",Available 10/21/24,723 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-322/
2024-09-21,Residence 423,"$4,265",Available Now,730 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-423/
2024-09-21,Residence 723,"$4,280",Available 10/23/24,730 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-723/
2024-09-21,Residence 211,"$4,315",Available Now,761 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-211/
2024-09-21,Residence 511,"$4,330",Available Now,761 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-511/
2024-09-21,Residence 1222,"$4,345",Available 10/23/24,723 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-1222/
2024-09-21,Residence 1523,"$4,380",Available Now,730 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-1523/
2024-09-21,Residence 206,"$5,050",Available 10/16/24,"1,096 Sq Ft",beachjc.com/apartments-jersey-city-for-rent/beach/residence-206/
2024-09-21,Residence 820,"$5,145",Available 10/1/24,930 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-820/
2024-09-21,Residence 1020,"$5,155",Available Now,930 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-1020/
2024-09-21,Residence 507,"$5,215",Available 9/27/24,"1,121 Sq Ft",beachjc.com/apartments-jersey-city-for-rent/beach/residence-507/
2024-09-21,Residence 1621,"$5,350",Available Now,877 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-1621/
2024-09-21,Residence 904,"$5,420",Available 9/27/24,"1,009 Sq Ft",beachjc.com/apartments-jersey-city-for-rent/beach/residence-904/
2024-09-21,Residence 415,"$5,535",Available Now,"1,055 Sq Ft",beachjc.com/apartments-jersey-city-for-rent/beach/residence-415/
2024-09-21,Residence 515,"$5,540",Available 10/4/24,"1,055 Sq Ft",beachjc.com/apartments-jersey-city-for-rent/beach/residence-515/
2024-09-21,Residence 402,"$5,700",Available Now,"1,020 Sq Ft",beachjc.com/apartments-jersey-city-for-rent/beach/residence-402/
2024-09-21,Residence 226,"$6,275",Available 10/5/24,"1,166 Sq Ft",beachjc.com/apartments-jersey-city-for-rent/beach/residence-226/
2024-09-21,Residence 1625,"$6,940",Available 9/25/24,"1,409 Sq Ft",beachjc.com/apartments-jersey-city-for-rent/beach/residence-1625/
2024-09-21,Residence 2125,"$6,975",Available 10/6/24,"1,409 Sq Ft",beachjc.com/apartments-jersey-city-for-rent/beach/residence-2125/
2024-09-22,Residence 219,"$3,355",Available Now,433 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-219/
2024-09-22,Residence 412,"$3,765",Available Now,728 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-412/
2024-09-22,Residence 608,"$3,825",Available 9/27/24,552 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-608/
2024-09-22,Residence 1208,"$3,925",Available 10/16/24,552 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-1208/
2024-09-22,Residence 322,"$4,225",Available 10/21/24,723 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-322/
2024-09-22,Residence 423,"$4,255",Available Now,730 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-423/
2024-09-22,Residence 723,"$4,270",Available 10/23/24,730 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-723/
2024-09-22,Residence 211,"$4,305",Available Now,761 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-211/
2024-09-22,Residence 511,"$4,320",Available Now,761 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-511/
2024-09-22,Residence 1222,"$4,335",Available 10/23/24,723 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-1222/
2024-09-22,Residence 1523,"$4,370",Available Now,730 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-1523/
2024-09-22,Residence 206,"$5,050",Available 10/16/24,"1,096 Sq Ft",beachjc.com/apartments-jersey-city-for-rent/beach/residence-206/
2024-09-22,Residence 820,"$5,145",Available 10/1/24,930 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-820/
2024-09-22,Residence 1020,"$5,155",Available Now,930 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-1020/
2024-09-22,Residence 507,"$5,215",Available 9/27/24,"1,121 Sq Ft",beachjc.com/apartments-jersey-city-for-rent/beach/residence-507/
2024-09-22,Residence 1621,"$5,350",Available Now,877 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-1621/
2024-09-22,Residence 904,"$5,420",Available 9/27/24,"1,009 Sq Ft",beachjc.com/apartments-jersey-city-for-rent/beach/residence-904/
2024-09-22,Residence 415,"$5,535",Available Now,"1,055 Sq Ft",beachjc.com/apartments-jersey-city-for-rent/beach/residence-415/
2024-09-22,Residence 515,"$5,540",Available 10/4/24,"1,055 Sq Ft",beachjc.com/apartments-jersey-city-for-rent/beach/residence-515/
2024-09-22,Residence 402,"$5,700",Available Now,"1,020 Sq Ft",beachjc.com/apartments-jersey-city-for-rent/beach/residence-402/
2024-09-22,Residence 226,"$6,275",Available 10/5/24,"1,166 Sq Ft",beachjc.com/apartments-jersey-city-for-rent/beach/residence-226/
2024-09-22,Residence 1625,"$6,955",Available 9/25/24,"1,409 Sq Ft",beachjc.com/apartments-jersey-city-for-rent/beach/residence-1625/
2024-09-23,Residence 219,"$3,335",Available Now,433 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-219/
2024-09-23,Residence 412,"$3,755",Available Now,728 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-412/
2024-09-23,Residence 608,"$3,805",Available 9/27/24,552 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-608/
2024-09-23,Residence 1208,"$3,915",Available 10/16/24,552 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-1208/
2024-09-23,Residence 322,"$4,215",Available 10/21/24,723 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-322/
2024-09-23,Residence 423,"$4,245",Available Now,730 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-423/
2024-09-23,Residence 723,"$4,260",Available 10/23/24,730 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-723/
2024-09-23,Residence 211,"$4,295",Available Now,761 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-211/
2024-09-23,Residence 511,"$4,310",Available Now,761 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-511/
2024-09-23,Residence 1222,"$4,325",Available 10/23/24,723 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-1222/
2024-09-23,Residence 206,"$5,050",Available 10/16/24,"1,096 Sq Ft",beachjc.com/apartments-jersey-city-for-rent/beach/residence-206/
2024-09-23,Residence 820,"$5,145",Available 10/1/24,930 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-820/
2024-09-23,Residence 1020,"$5,155",Available Now,930 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-1020/
2024-09-23,Residence 507,"$5,215",Available 9/27/24,"1,121 Sq Ft",beachjc.com/apartments-jersey-city-for-rent/beach/residence-507/
2024-09-23,Residence 1621,"$5,350",Available Now,877 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-1621/
2024-09-23,Residence 904,"$5,420",Available 9/27/24,"1,009 Sq Ft",beachjc.com/apartments-jersey-city-for-rent/beach/residence-904/
2024-09-23,Residence 415,"$5,535",Available Now,"1,055 Sq Ft",beachjc.com/apartments-jersey-city-for-rent/beach/residence-415/
2024-09-23,Residence 515,"$5,540",Available 10/4/24,"1,055 Sq Ft",beachjc.com/apartments-jersey-city-for-rent/beach/residence-515/
2024-09-23,Residence 402,"$5,700",Available Now,"1,020 Sq Ft",beachjc.com/apartments-jersey-city-for-rent/beach/residence-402/
2024-09-23,Residence 226,"$6,275",Available 10/5/24,"1,166 Sq Ft",beachjc.com/apartments-jersey-city-for-rent/beach/residence-226/
2024-09-23,Residence 1625,"$6,970",Available 9/25/24,"1,409 Sq Ft",beachjc.com/apartments-jersey-city-for-rent/beach/residence-1625/
2024-09-24,Residence 219,"$3,345",Available Now,433 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-219/
2024-09-24,Residence 412,"$3,750",Available Now,728 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-412/
2024-09-24,Residence 608,"$3,815",Available 9/27/24,552 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-608/
2024-09-24,Residence 1208,"$3,910",Available 10/16/24,552 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-1208/
2024-09-24,Residence 211,"$4,166",Available Now,761 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-211/
2024-09-24,Residence 322,"$4,210",Available 10/21/24,723 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-322/
2024-09-24,Residence 423,"$4,240",Available Now,730 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-423/
2024-09-24,Residence 723,"$4,255",Available 10/23/24,730 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-723/
2024-09-24,Residence 511,"$4,305",Available Now,761 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-511/
2024-09-24,Residence 1222,"$4,320",Available 10/23/24,723 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-1222/
2024-09-24,Residence 206,"$5,050",Available 10/16/24,"1,096 Sq Ft",beachjc.com/apartments-jersey-city-for-rent/beach/residence-206/
2024-09-24,Residence 820,"$5,145",Available 10/1/24,930 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-820/
2024-09-24,Residence 1020,"$5,155",Available Now,930 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-1020/
2024-09-24,Residence 507,"$5,215",Available 9/27/24,"1,121 Sq Ft",beachjc.com/apartments-jersey-city-for-rent/beach/residence-507/
2024-09-24,Residence 1621,"$5,350",Available Now,877 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-1621/
2024-09-24,Residence 415,"$5,535",Available Now,"1,055 Sq Ft",beachjc.com/apartments-jersey-city-for-rent/beach/residence-415/
2024-09-24,Residence 515,"$5,540",Available 10/4/24,"1,055 Sq Ft",beachjc.com/apartments-jersey-city-for-rent/beach/residence-515/
2024-09-24,Residence 402,"$5,700",Available Now,"1,020 Sq Ft",beachjc.com/apartments-jersey-city-for-rent/beach/residence-402/
2024-09-24,Residence 226,"$6,275",Available 10/5/24,"1,166 Sq Ft",beachjc.com/apartments-jersey-city-for-rent/beach/residence-226/
2024-09-24,Residence 1625,"$6,985",Available 9/25/24,"1,409 Sq Ft",beachjc.com/apartments-jersey-city-for-rent/beach/residence-1625/
2024-09-25,Residence 219,"$3,350",Available Now,433 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-219/
2024-09-25,Residence 412,"$3,600",Available Now,728 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-412/
2024-09-25,Residence 1208,"$3,760",Available 10/16/24,552 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-1208/
2024-09-25,Residence 608,"$3,820",Available 9/27/24,552 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-608/
2024-09-25,Residence 805,"$3,825",Available 9/30/24,704 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-805/
2024-09-25,Residence 322,"$4,060",Available 10/21/24,723 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-322/
2024-09-25,Residence 423,"$4,090",Available Now,730 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-423/
2024-09-25,Residence 723,"$4,105",Available 10/23/24,730 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-723/
2024-09-25,Residence 511,"$4,155",Available Now,761 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-511/
2024-09-25,Residence 211,"$4,166",Available Now,761 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-211/
2024-09-25,Residence 1222,"$4,170",Available 10/23/24,723 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-1222/
2024-09-25,Residence 206,"$5,050",Available 10/16/24,"1,096 Sq Ft",beachjc.com/apartments-jersey-city-for-rent/beach/residence-206/
2024-09-25,Residence 820,"$5,145",Available 10/1/24,930 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-820/
2024-09-25,Residence 1020,"$5,155",Available Now,930 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-1020/
2024-09-25,Residence 507,"$5,215",Available 9/27/24,"1,121 Sq Ft",beachjc.com/apartments-jersey-city-for-rent/beach/residence-507/
2024-09-25,Residence 1621,"$5,350",Available Now,877 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-1621/
2024-09-25,Residence 515,"$5,540",Available 10/4/24,"1,055 Sq Ft",beachjc.com/apartments-jersey-city-for-rent/beach/residence-515/
2024-09-25,Residence 402,"$5,700",Available Now,"1,020 Sq Ft",beachjc.com/apartments-jersey-city-for-rent/beach/residence-402/
2024-09-25,Residence 226,"$6,275",Available 10/5/24,"1,166 Sq Ft",beachjc.com/apartments-jersey-city-for-rent/beach/residence-226/
2024-09-26,Residence 219,"$3,360",Available Now,433 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-219/
2024-09-26,Residence 412,"$3,600",Available Now,728 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-412/
2024-09-26,Residence 1208,"$3,760",Available 10/16/24,552 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-1208/
2024-09-26,Residence 805,"$3,825",Available 9/30/24,704 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-805/
2024-09-26,Residence 608,"$3,830",Available 9/27/24,552 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-608/
2024-09-26,Residence 423,"$3,967",Available Now,730 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-423/
2024-09-26,Residence 211,"$4,015",Available Now,761 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-211/
2024-09-26,Residence 322,"$4,060",Available 10/21/24,723 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-322/
2024-09-26,Residence 723,"$4,105",Available 10/23/24,730 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-723/
2024-09-26,Residence 511,"$4,155",Available Now,761 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-511/
2024-09-26,Residence 1222,"$4,170",Available 10/23/24,723 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-1222/
2024-09-26,Residence 206,"$5,050",Available 10/16/24,"1,096 Sq Ft",beachjc.com/apartments-jersey-city-for-rent/beach/residence-206/
2024-09-26,Residence 820,"$5,145",Available 10/1/24,930 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-820/
2024-09-26,Residence 1020,"$5,155",Available Now,930 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-1020/
2024-09-26,Residence 507,"$5,215",Available 9/27/24,"1,121 Sq Ft",beachjc.com/apartments-jersey-city-for-rent/beach/residence-507/
2024-09-26,Residence 1621,"$5,350",Available Now,877 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-1621/
2024-09-26,Residence 515,"$5,540",Available 10/4/24,"1,055 Sq Ft",beachjc.com/apartments-jersey-city-for-rent/beach/residence-515/
2024-09-26,Residence 402,"$5,700",Available Now,"1,020 Sq Ft",beachjc.com/apartments-jersey-city-for-rent/beach/residence-402/
2024-09-26,Residence 226,"$6,275",Available 10/5/24,"1,166 Sq Ft",beachjc.com/apartments-jersey-city-for-rent/beach/residence-226/
2024-09-27,Residence 219,"$3,360",Available Now,433 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-219/
2024-09-27,Residence 412,"$3,600",Available Now,728 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-412/
2024-09-27,Residence 1208,"$3,760",Available 10/16/24,552 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-1208/
2024-09-27,Residence 805,"$3,825",Available 9/30/24,704 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-805/
2024-09-27,Residence 608,"$3,830",Available Now,552 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-608/
2024-09-27,Residence 211,"$4,015",Available Now,761 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-211/
2024-09-27,Residence 322,"$4,060",Available 10/21/24,723 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-322/
2024-09-27,Residence 723,"$4,105",Available 10/23/24,730 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-723/
2024-09-27,Residence 511,"$4,155",Available Now,761 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-511/
2024-09-27,Residence 1222,"$4,170",Available 10/23/24,723 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-1222/
2024-09-27,Residence 206,"$5,050",Available 10/16/24,"1,096 Sq Ft",beachjc.com/apartments-jersey-city-for-rent/beach/residence-206/
2024-09-27,Residence 820,"$5,145",Available 10/1/24,930 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-820/
2024-09-27,Residence 1020,"$5,155",Available Now,930 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-1020/
2024-09-27,Residence 507,"$5,215",Available Now,"1,121 Sq Ft",beachjc.com/apartments-jersey-city-for-rent/beach/residence-507/
2024-09-27,Residence 1621,"$5,350",Available Now,877 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-1621/
2024-09-27,Residence 515,"$5,540",Available 10/4/24,"1,055 Sq Ft",beachjc.com/apartments-jersey-city-for-rent/beach/residence-515/
2024-09-27,Residence 402,"$5,700",Available Now,"1,020 Sq Ft",beachjc.com/apartments-jersey-city-for-rent/beach/residence-402/
2024-09-28,Residence 219,"$3,370",Available Now,433 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-219/
2024-09-28,Residence 412,"$3,600",Available Now,728 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-412/
2024-09-28,Residence 1208,"$3,760",Available 10/16/24,552 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-1208/
2024-09-28,Residence 805,"$3,825",Available 9/30/24,704 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-805/
2024-09-28,Residence 608,"$3,840",Available Now,552 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-608/
2024-09-28,Residence 211,"$4,015",Available Now,761 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-211/
2024-09-28,Residence 322,"$4,060",Available 10/21/24,723 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-322/
2024-09-28,Residence 723,"$4,105",Available 10/23/24,730 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-723/
2024-09-28,Residence 1222,"$4,170",Available 10/23/24,723 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-1222/
2024-09-28,Residence 206,"$5,050",Available 10/16/24,"1,096 Sq Ft",beachjc.com/apartments-jersey-city-for-rent/beach/residence-206/
2024-09-28,Residence 820,"$5,145",Available 10/1/24,930 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-820/
2024-09-28,Residence 1020,"$5,155",Available Now,930 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-1020/
2024-09-28,Residence 1621,"$5,190",Available Now,877 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-1621/
2024-09-28,Residence 507,"$5,215",Available Now,"1,121 Sq Ft",beachjc.com/apartments-jersey-city-for-rent/beach/residence-507/
2024-09-28,Residence 221,"$5,220",Available 10/30/24,877 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-221/
2024-09-28,Residence 515,"$5,540",Available 10/4/24,"1,055 Sq Ft",beachjc.com/apartments-jersey-city-for-rent/beach/residence-515/
2024-09-28,Residence 402,"$5,700",Available Now,"1,020 Sq Ft",beachjc.com/apartments-jersey-city-for-rent/beach/residence-402/
2024-09-28,Residence 2125,"$7,210",Available 10/6/24,"1,409 Sq Ft",beachjc.com/apartments-jersey-city-for-rent/beach/residence-2125/
2024-09-29,Residence 219,"$3,380",Available Now,433 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-219/
2024-09-29,Residence 412,"$3,600",Available Now,728 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-412/
2024-09-29,Residence 1208,"$3,760",Available 10/16/24,552 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-1208/
2024-09-29,Residence 805,"$3,825",Available 9/30/24,704 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-805/
2024-09-29,Residence 608,"$3,850",Available Now,552 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-608/
2024-09-29,Residence 211,"$4,015",Available Now,761 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-211/
2024-09-29,Residence 322,"$4,060",Available 10/21/24,723 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-322/
2024-09-29,Residence 822,"$4,085",Available 11/3/24,723 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-822/
2024-09-29,Residence 723,"$4,105",Available 10/23/24,730 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-723/
2024-09-29,Residence 1222,"$4,170",Available 10/23/24,723 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-1222/
2024-09-29,Residence 206,"$5,050",Available 10/16/24,"1,096 Sq Ft",beachjc.com/apartments-jersey-city-for-rent/beach/residence-206/
2024-09-29,Residence 820,"$5,145",Available 10/1/24,930 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-820/
2024-09-29,Residence 1020,"$5,155",Available Now,930 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-1020/
2024-09-29,Residence 1621,"$5,190",Available Now,877 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-1621/
2024-09-29,Residence 507,"$5,215",Available Now,"1,121 Sq Ft",beachjc.com/apartments-jersey-city-for-rent/beach/residence-507/
2024-09-29,Residence 221,"$5,220",Available 10/30/24,877 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-221/
2024-09-29,Residence 515,"$5,540",Available 10/4/24,"1,055 Sq Ft",beachjc.com/apartments-jersey-city-for-rent/beach/residence-515/
2024-09-29,Residence 402,"$5,700",Available Now,"1,020 Sq Ft",beachjc.com/apartments-jersey-city-for-rent/beach/residence-402/
2024-09-29,Residence 2125,"$7,220",Available 10/6/24,"1,409 Sq Ft",beachjc.com/apartments-jersey-city-for-rent/beach/residence-2125/
2024-09-30,Residence 219,"$3,380",Available Now,433 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-219/
2024-09-30,Residence 412,"$3,600",Available Now,728 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-412/
2024-09-30,Residence 1208,"$3,760",Available 10/16/24,552 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-1208/
2024-09-30,Residence 805,"$3,825",Available Now,704 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-805/
2024-09-30,Residence 608,"$3,850",Available Now,552 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-608/
2024-09-30,Residence 211,"$4,015",Available Now,761 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-211/
2024-09-30,Residence 322,"$4,060",Available 10/21/24,723 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-322/
2024-09-30,Residence 822,"$4,085",Available 11/3/24,723 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-822/
2024-09-30,Residence 723,"$4,105",Available 10/23/24,730 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-723/
2024-09-30,Residence 1222,"$4,170",Available 10/23/24,723 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-1222/
2024-09-30,Residence 206,"$5,090",Available 10/16/24,"1,096 Sq Ft",beachjc.com/apartments-jersey-city-for-rent/beach/residence-206/
2024-09-30,Residence 820,"$5,145",Available 10/1/24,930 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-820/
2024-09-30,Residence 1020,"$5,155",Available Now,930 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-1020/
2024-09-30,Residence 1621,"$5,190",Available Now,877 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-1621/
2024-09-30,Residence 507,"$5,215",Available Now,"1,121 Sq Ft",beachjc.com/apartments-jersey-city-for-rent/beach/residence-507/
2024-09-30,Residence 221,"$5,220",Available 10/30/24,877 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-221/
2024-09-30,Residence 515,"$5,540",Available 10/4/24,"1,055 Sq Ft",beachjc.com/apartments-jersey-city-for-rent/beach/residence-515/
2024-09-30,Residence 402,"$5,700",Available Now,"1,020 Sq Ft",beachjc.com/apartments-jersey-city-for-rent/beach/residence-402/
2024-09-30,Residence 2125,"$7,220",Available 10/6/24,"1,409 Sq Ft",beachjc.com/apartments-jersey-city-for-rent/beach/residence-2125/
2024-10-01,Residence 219,"$3,395",Available Now,433 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-219/
2024-10-01,Residence 412,"$3,600",Available Now,728 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-412/
2024-10-01,Residence 1208,"$3,760",Available 10/16/24,552 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-1208/
2024-10-01,Residence 805,"$3,825",Available Now,704 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-805/
2024-10-01,Residence 608,"$3,865",Available Now,552 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-608/
2024-10-01,Residence 211,"$4,015",Available Now,761 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-211/
2024-10-01,Residence 322,"$4,060",Available 10/21/24,723 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-322/
2024-10-01,Residence 822,"$4,085",Available 11/3/24,723 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-822/
2024-10-01,Residence 723,"$4,105",Available 10/23/24,730 Sq Ft,beachjc.com/apartments-jersey-city-for-rent/beach/residence-723/
